"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"BZN|SE3","16.02.2024 14:00 - 16.02.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1215","n/e","6921","636","n/e","8","n/e","n/e","1516"
"BZN|SE3","16.02.2024 15:00 - 16.02.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1214","n/e","6921","642","n/e","4","n/e","n/e","1481"
"BZN|SE3","16.02.2024 16:00 - 16.02.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1182","n/e","6921","675","n/e","1","n/e","n/e","1377"
"BZN|SE3","16.02.2024 17:00 - 16.02.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1178","n/e","6920","680","n/e","0","n/e","n/e","1357"
"BZN|SE3","16.02.2024 18:00 - 16.02.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1179","n/e","6920","681","n/e","0","n/e","n/e","1395"
"BZN|SE3","16.02.2024 19:00 - 16.02.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1158","n/e","6918","639","n/e","0","n/e","n/e","1489"
"BZN|SE3","16.02.2024 20:00 - 16.02.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1150","n/e","6918","630","n/e","0","n/e","n/e","1665"
"BZN|SE3","16.02.2024 21:00 - 16.02.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1134","n/e","6917","611","n/e","0","n/e","n/e","1809"
"BZN|SE3","16.02.2024 22:00 - 16.02.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1114","n/e","6916","549","n/e","0","n/e","n/e","1960"
"BZN|SE3","16.02.2024 23:00 - 17.02.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1111","n/e","6917","524","n/e","0","n/e","n/e","2011"
"BZN|SE3","17.02.2024 00:00 - 17.02.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1094","n/e","6920","458","n/e","0","n/e","n/e","2068"
"BZN|SE3","17.02.2024 01:00 - 17.02.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1100","n/e","6919","433","n/e","0","n/e","n/e","2039"
"BZN|SE3","17.02.2024 02:00 - 17.02.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1113","n/e","6919","436","n/e","0","n/e","n/e","2024"
"BZN|SE3","17.02.2024 03:00 - 17.02.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1111","n/e","6920","420","n/e","0","n/e","n/e","2043"
"BZN|SE3","17.02.2024 04:00 - 17.02.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1109","n/e","6920","420","n/e","0","n/e","n/e","2077"
"BZN|SE3","17.02.2024 05:00 - 17.02.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1113","n/e","6920","420","n/e","0","n/e","n/e","2170"
"BZN|SE3","17.02.2024 06:00 - 17.02.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1125","n/e","6919","400","n/e","0","n/e","n/e","2218"
"BZN|SE3","17.02.2024 07:00 - 17.02.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1124","n/e","6919","400","n/e","1","n/e","n/e","2221"
"BZN|SE3","17.02.2024 08:00 - 17.02.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1135","n/e","6920","412","n/e","17","n/e","n/e","2202"
"BZN|SE3","17.02.2024 09:00 - 17.02.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1138","n/e","6923","432","n/e","78","n/e","n/e","2136"
"BZN|SE3","17.02.2024 10:00 - 17.02.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1145","n/e","6671","447","n/e","145","n/e","n/e","1968"
"BZN|SE3","17.02.2024 11:00 - 17.02.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1147","n/e","6538","464","n/e","192","n/e","n/e","1835"
"BZN|SE3","17.02.2024 12:00 - 17.02.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1148","n/e","6667","459","n/e","206","n/e","n/e","1739"
"BZN|SE3","17.02.2024 13:00 - 17.02.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1139","n/e","6797","428","n/e","184","n/e","n/e","1622"
"BZN|SE3","17.02.2024 14:00 - 17.02.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1132","n/e","6924","416","n/e","128","n/e","n/e","1450"
"BZN|SE3","17.02.2024 15:00 - 17.02.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1128","n/e","6923","404","n/e","55","n/e","n/e","1259"
"BZN|SE3","17.02.2024 16:00 - 17.02.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1127","n/e","6924","419","n/e","9","n/e","n/e","1096"
"BZN|SE3","17.02.2024 17:00 - 17.02.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1167","n/e","6923","452","n/e","0","n/e","n/e","1012"
"BZN|SE3","17.02.2024 18:00 - 17.02.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1180","n/e","6924","498","n/e","0","n/e","n/e","992"
"BZN|SE3","17.02.2024 19:00 - 17.02.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1163","n/e","6923","498","n/e","0","n/e","n/e","1016"
"BZN|SE3","17.02.2024 20:00 - 17.02.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1159","n/e","6882","498","n/e","0","n/e","n/e","949"
"BZN|SE3","17.02.2024 21:00 - 17.02.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1136","n/e","6920","491","n/e","0","n/e","n/e","938"
"BZN|SE3","17.02.2024 22:00 - 17.02.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1113","n/e","6921","472","n/e","0","n/e","n/e","899"
"BZN|SE3","17.02.2024 23:00 - 18.02.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1107","n/e","6920","462","n/e","0","n/e","n/e","884"
"BZN|SE3","18.02.2024 00:00 - 18.02.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1109","n/e","6921","454","n/e","0","n/e","n/e","887"
"BZN|SE3","18.02.2024 01:00 - 18.02.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1114","n/e","6922","453","n/e","0","n/e","n/e","906"
"BZN|SE3","18.02.2024 02:00 - 18.02.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1138","n/e","6872","454","n/e","0","n/e","n/e","906"
"BZN|SE3","18.02.2024 03:00 - 18.02.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1153","n/e","6871","454","n/e","0","n/e","n/e","929"
"BZN|SE3","18.02.2024 04:00 - 18.02.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1167","n/e","6869","467","n/e","0","n/e","n/e","929"
"BZN|SE3","18.02.2024 05:00 - 18.02.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1178","n/e","6870","476","n/e","0","n/e","n/e","884"
"BZN|SE3","18.02.2024 06:00 - 18.02.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1294","n/e","6869","501","n/e","0","n/e","n/e","879"
"BZN|SE3","18.02.2024 07:00 - 18.02.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1328","n/e","6872","525","n/e","1","n/e","n/e","879"
"BZN|SE3","18.02.2024 08:00 - 18.02.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1377","n/e","6873","550","n/e","13","n/e","n/e","879"
"BZN|SE3","18.02.2024 09:00 - 18.02.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1383","n/e","6873","543","n/e","49","n/e","n/e","875"
"BZN|SE3","18.02.2024 10:00 - 18.02.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1359","n/e","6868","561","n/e","93","n/e","n/e","834"
"BZN|SE3","18.02.2024 11:00 - 18.02.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1365","n/e","6868","556","n/e","115","n/e","n/e","808"
"BZN|SE3","18.02.2024 12:00 - 18.02.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1370","n/e","6867","594","n/e","108","n/e","n/e","836"
"BZN|SE3","18.02.2024 13:00 - 18.02.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1372","n/e","6872","611","n/e","80","n/e","n/e","900"
"BZN|SE3","18.02.2024 14:00 - 18.02.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1372","n/e","6872","605","n/e","42","n/e","n/e","1011"
"BZN|SE3","18.02.2024 15:00 - 18.02.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1462","n/e","6885","606","n/e","14","n/e","n/e","1124"
"BZN|SE3","18.02.2024 16:00 - 18.02.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1458","n/e","6884","605","n/e","2","n/e","n/e","1225"
"BZN|SE3","18.02.2024 17:00 - 18.02.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1457","n/e","6883","608","n/e","0","n/e","n/e","1327"
"BZN|SE3","18.02.2024 18:00 - 18.02.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1462","n/e","6882","605","n/e","0","n/e","n/e","1385"
"BZN|SE3","18.02.2024 19:00 - 18.02.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1400","n/e","6882","602","n/e","0","n/e","n/e","1374"
"BZN|SE3","18.02.2024 20:00 - 18.02.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1394","n/e","6895","578","n/e","0","n/e","n/e","1299"
"BZN|SE3","18.02.2024 21:00 - 18.02.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1387","n/e","6894","562","n/e","0","n/e","n/e","1223"
"BZN|SE3","18.02.2024 22:00 - 18.02.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1378","n/e","6904","561","n/e","0","n/e","n/e","1129"
"BZN|SE3","18.02.2024 23:00 - 19.02.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1360","n/e","6905","555","n/e","0","n/e","n/e","1027"
"BZN|SE3","19.02.2024 00:00 - 19.02.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1318","n/e","6902","600","n/e","0","n/e","n/e","873"
"BZN|SE3","19.02.2024 01:00 - 19.02.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1317","n/e","6903","595","n/e","0","n/e","n/e","759"
"BZN|SE3","19.02.2024 02:00 - 19.02.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1318","n/e","6904","595","n/e","0","n/e","n/e","647"
"BZN|SE3","19.02.2024 03:00 - 19.02.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1320","n/e","6908","595","n/e","0","n/e","n/e","541"
"BZN|SE3","19.02.2024 04:00 - 19.02.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1328","n/e","6906","610","n/e","0","n/e","n/e","469"
"BZN|SE3","19.02.2024 05:00 - 19.02.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1345","n/e","6906","668","n/e","0","n/e","n/e","397"
"BZN|SE3","19.02.2024 06:00 - 19.02.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1525","n/e","6908","737","n/e","0","n/e","n/e","354"
"BZN|SE3","19.02.2024 07:00 - 19.02.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1607","n/e","6907","786","n/e","0","n/e","n/e","325"
"BZN|SE3","19.02.2024 08:00 - 19.02.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1623","n/e","6910","795","n/e","3","n/e","n/e","281"
"BZN|SE3","19.02.2024 09:00 - 19.02.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1622","n/e","6923","794","n/e","8","n/e","n/e","240"
"BZN|SE3","19.02.2024 10:00 - 19.02.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1580","n/e","6923","795","n/e","13","n/e","n/e","224"
"BZN|SE3","19.02.2024 11:00 - 19.02.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1595","n/e","6924","796","n/e","19","n/e","n/e","187"
"BZN|SE3","19.02.2024 12:00 - 19.02.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1599","n/e","6925","793","n/e","20","n/e","n/e","165"
"BZN|SE3","19.02.2024 13:00 - 19.02.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1601","n/e","6923","788","n/e","18","n/e","n/e","154"
"BZN|SE3","19.02.2024 14:00 - 19.02.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1605","n/e","6924","837","n/e","13","n/e","n/e","143"
"BZN|SE3","19.02.2024 15:00 - 19.02.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1600","n/e","6924","887","n/e","9","n/e","n/e","147"
"BZN|SE3","19.02.2024 16:00 - 19.02.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1624","n/e","6926","892","n/e","2","n/e","n/e","142"
"BZN|SE3","19.02.2024 17:00 - 19.02.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1682","n/e","6925","855","n/e","0","n/e","n/e","147"
"BZN|SE3","19.02.2024 18:00 - 19.02.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1683","n/e","6925","875","n/e","0","n/e","n/e","149"
"BZN|SE3","19.02.2024 19:00 - 19.02.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1687","n/e","6925","878","n/e","0","n/e","n/e","150"
"BZN|SE3","19.02.2024 20:00 - 19.02.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1642","n/e","6923","805","n/e","0","n/e","n/e","152"
"BZN|SE3","19.02.2024 21:00 - 19.02.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1616","n/e","6922","719","n/e","0","n/e","n/e","151"
"BZN|SE3","19.02.2024 22:00 - 19.02.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1577","n/e","6923","680","n/e","0","n/e","n/e","156"
"BZN|SE3","19.02.2024 23:00 - 20.02.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1516","n/e","6922","652","n/e","0","n/e","n/e","171"
"BZN|SE3","20.02.2024 00:00 - 20.02.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1428","n/e","6922","665","n/e","0","n/e","n/e","165"
"BZN|SE3","20.02.2024 01:00 - 20.02.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1431","n/e","6923","618","n/e","0","n/e","n/e","167"
"BZN|SE3","20.02.2024 02:00 - 20.02.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1414","n/e","6924","610","n/e","0","n/e","n/e","174"
"BZN|SE3","20.02.2024 03:00 - 20.02.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1412","n/e","6922","611","n/e","0","n/e","n/e","177"
"BZN|SE3","20.02.2024 04:00 - 20.02.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1417","n/e","6924","614","n/e","0","n/e","n/e","198"
"BZN|SE3","20.02.2024 05:00 - 20.02.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1455","n/e","6924","657","n/e","0","n/e","n/e","209"
"BZN|SE3","20.02.2024 06:00 - 20.02.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1627","n/e","6922","718","n/e","0","n/e","n/e","234"
"BZN|SE3","20.02.2024 07:00 - 20.02.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1703","n/e","6921","873","n/e","0","n/e","n/e","248"
"BZN|SE3","20.02.2024 08:00 - 20.02.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1710","n/e","6923","875","n/e","9","n/e","n/e","253"
"BZN|SE3","20.02.2024 09:00 - 20.02.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1707","n/e","6923","870","n/e","29","n/e","n/e","242"
"BZN|SE3","20.02.2024 10:00 - 20.02.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1705","n/e","6925","879","n/e","68","n/e","n/e","236"
"BZN|SE3","20.02.2024 11:00 - 20.02.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1689","n/e","6926","792","n/e","87","n/e","n/e","229"
"BZN|SE3","20.02.2024 12:00 - 20.02.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1679","n/e","6924","770","n/e","111","n/e","n/e","235"
"BZN|SE3","20.02.2024 13:00 - 20.02.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1669","n/e","6925","766","n/e","101","n/e","n/e","260"
"BZN|SE3","20.02.2024 14:00 - 20.02.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1662","n/e","6923","760","n/e","69","n/e","n/e","307"
"BZN|SE3","20.02.2024 15:00 - 20.02.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1659","n/e","6923","753","n/e","28","n/e","n/e","370"
"BZN|SE3","20.02.2024 16:00 - 20.02.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1662","n/e","6924","750","n/e","5","n/e","n/e","570"
"BZN|SE3","20.02.2024 17:00 - 20.02.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1679","n/e","6924","755","n/e","0","n/e","n/e","806"
"BZN|SE3","20.02.2024 18:00 - 20.02.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1680","n/e","6924","749","n/e","0","n/e","n/e","1064"
"BZN|SE3","20.02.2024 19:00 - 20.02.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1664","n/e","6925","708","n/e","0","n/e","n/e","1266"
"BZN|SE3","20.02.2024 20:00 - 20.02.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1656","n/e","6923","669","n/e","0","n/e","n/e","1419"
"BZN|SE3","20.02.2024 21:00 - 20.02.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1526","n/e","6922","651","n/e","0","n/e","n/e","1562"
"BZN|SE3","20.02.2024 22:00 - 20.02.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1488","n/e","6922","613","n/e","0","n/e","n/e","1626"
"BZN|SE3","20.02.2024 23:00 - 21.02.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1408","n/e","6921","595","n/e","0","n/e","n/e","1666"
"BZN|SE3","21.02.2024 00:00 - 21.02.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1429","n/e","6922","589","n/e","0","n/e","n/e","1705"
"BZN|SE3","21.02.2024 01:00 - 21.02.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1432","n/e","6920","570","n/e","0","n/e","n/e","1679"
"BZN|SE3","21.02.2024 02:00 - 21.02.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1427","n/e","6920","572","n/e","0","n/e","n/e","1626"
"BZN|SE3","21.02.2024 03:00 - 21.02.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1430","n/e","6920","577","n/e","0","n/e","n/e","1499"
"BZN|SE3","21.02.2024 04:00 - 21.02.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1444","n/e","6918","561","n/e","0","n/e","n/e","1344"
